proteinAccession	N_experiment	fold change	metric	P-value	BH adjusted P-value	LogFC	LogMetric	Gene	Description
B4DR70	2	1.14699721550385	1.14699721550385	0.938789804472637	0.969904980256569	0.197861889014014	0.197861889014014	NA	B4DR70_HUMAN cDNA FLJ58049, highly similar to RNA-binding protein FUS OS=Homo sapiens OX=9606 PE=2 SV=1
B4DR80	6	1.15071721107529	1.15071721107529	0.77721097575968	0.878507889222377	0.202533334507901	0.202533334507901	STK24 	B4DR80_HUMAN Serine/threonine-protein kinase 24 OS=Homo sapiens OX=9606 GN=STK24 PE=1 SV=1
B4DRT2	5	1.01378041981745	1.01378041981745	0.105741832166697	0.345247807693484	0.0197452050579238	0.0197452050579238	NA	NA
B4DRY3	5	1.13146480980253	1.13146480980253	0.489795979582963	0.696361631875082	0.178191715393263	0.178191715393263	NA	NA
B4DS13	1	1.29288590735613	1.29288590735613	0.227047296251278	0.479492612514445	0.370594967991149	0.370594967991149	NA	NA
B4DSB0	1	1.25934398434209	1.25934398434209	0.718853295844366	0.843726402667905	0.332672402772622	0.332672402772622	NA	NA
B4DT69	1	1.23938503924296	1.23938503924296	0.921212980112102	0.960215635666829	0.309624458592195	0.309624458592195	NA	NA
B4DTG2	9	1.29197308953279	1.29197308953279	0.443385913416491	0.664082379427444	0.369576020494751	0.369576020494751	NA	NA
B4DTG6	4	1.10805069797967	1.10805069797967	0.763892917279478	0.870290815061432	0.148023892263055	0.148023892263055	NA	NA
B4DTL0	1	1.13949431861273	1.13949431861273	0.975641320971336	0.9878686492528	0.188393731510035	0.188393731510035	NA	NA
B4DTU0	6	1.42590263199058	1.42590263199058	0.670680956007911	0.819028759191739	0.51187547046321	0.51187547046321	NA	NA
B4DTY1	1	1.19309196530463	1.19309196530463	0.755673582601953	0.866069777598292	0.254705252400524	0.254705252400524	NA	NA
B4DU60	4	1.09667959231363	1.09667959231363	0.50317716381567	0.705271224779777	0.133142087181805	0.133142087181805	NA	B4DU60_HUMAN cDNA FLJ51306, highly similar to Homo sapiens citrate lyase beta like (CLYBL), transcript variant 2, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1
B4DUC1	6	1.01410648053448	0.957767231615896	0.197492589467786	0.448876276246062	0.0202091423548804	-0.062253017837095	NA	NA
B4DUD5	2	0.684195385680327	0.684195385680327	0.0514093169890982	0.255226601460219	-0.547519720507591	-0.547519720507591	NA	B4DUD5_HUMAN cDNA FLJ58787, highly similar to Cleavage stimulation factor 64 kDa subunit OS=Homo sapiens OX=9606 PE=2 SV=1
B4DUN1	2	1.31106419057909	1.31106419057909	0.712870053603984	0.841567193310725	0.390738322602404	0.390738322602404	NA	NA
B4DUR7	2	1.0384920751394	1.0384920751394	0.330425411772553	0.575970066611243	0.054490206841481	0.054490206841481	NA	B4DUR7_HUMAN cDNA FLJ52763, highly similar to Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 PE=2 SV=1
B4DUS9	5	0.992101154700189	0.992101154700189	0.100583817138631	0.338901621237186	-0.0114408694926699	-0.0114408694926699	NA	NA
B4DUT7	8	1.13979938016744	1.13979938016744	0.756997089688105	0.866958859409442	0.188779913242568	0.188779913242568	NA	B4DUT7_HUMAN Glutamine amidotransferase OS=Homo sapiens OX=9606 PE=2 SV=1
B4DVE1	2	1.23273754501057	1.23273754501057	0.508463821642587	0.707024918695194	0.30186567661331	0.30186567661331	NA	B4DVE1_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 PE=2 SV=1
B4DVE7	9	1.04533973817809	1.04533973817809	0.0923695930193162	0.326152757058166	0.0639718982180559	0.0639718982180559	NA	NA
B4DVQ5	5	1.23383843561892	1.23383843561892	0.674606680286695	0.821180559016658	0.303153493845914	0.303153493845914	EIF3C 	B4DVQ5_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=2 SV=1
B4DVY1	10	1.13145120610861	1.13145120610861	0.460224611855635	0.676813476807904	0.178174369648553	0.178174369648553	NA	NA
B4DW52	8	1.19581282590526	1.19581282590526	0.663153021676412	0.814446630934745	0.257991589978552	0.257991589978552	NA	B4DW52_HUMAN cDNA FLJ55253, highly similar to Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 PE=2 SV=1
B4DW92	5	1.40184284511229	1.40184284511229	0.197661246308557	0.449010889981871	0.487324623752693	0.487324623752693	NA	NA
B4DWB0	2	1.54661653188679	1.54661653188679	0.459999112216589	0.676639028681047	0.629115539305875	0.629115539305875	NA	B4DWB0_HUMAN cDNA FLJ59772, highly similar to Nucleotide-binding protein-like OS=Homo sapiens OX=9606 PE=2 SV=1
B4DWK0	4	1.17179224259679	1.17179224259679	0.886841421748401	0.942836782718577	0.228716804278343	0.228716804278343	NA	NA
B4DWU3	6	1.0374284043407	1.0374284043407	0.0820298338898842	0.312731013125836	0.0530117757205546	0.0530117757205546	NA	B4DWU3_HUMAN Palmitoyl-protein hydrolase 1 OS=Homo sapiens OX=9606 PE=2 SV=1
B4DWW1	6	1.57922349605539	1.57922349605539	0.451477006948828	0.6699627060797	0.659215359819829	0.659215359819829	NA	NA
B4DXH9	2	0.848066508667142	0.848066508667142	0.10705137826644	0.345963387342946	-0.237750683917626	-0.237750683917626	NA	NA
B4DXZ6	1	1.42064993791792	1.42064993791792	0.497560203272259	0.701629338358558	0.506551104160403	0.506551104160403	FXR1 	B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1
B4DYV2	6	1.66320087251351	1.66320087251351	0.178102421215514	0.429624849653761	0.733962420145491	0.733962420145491	NA	NA
B4DZC3	3	1.30234370408246	1.30234370408246	0.192200437528037	0.442480352723637	0.381110243233061	0.381110243233061	NA	B4DZC3_HUMAN 5'-3' exoribonuclease OS=Homo sapiens OX=9606 PE=2 SV=1
B4DZI8	6	1.06398580937222	1.06398580937222	0.275908082356656	0.526121822264246	0.0894789094059733	0.0894789094059733	NA	NA
B4DZM8	9	1.46619484313916	1.46619484313916	0.074306584934438	0.301574122266099	0.55207683645406	0.55207683645406	NA	NA
B4E0K9	6	0.882887503060164	0.882887503060164	0.00354650534169447	0.0654604236684189	-0.179698472547912	-0.179698472547912	NA	B4E0K9_HUMAN Alpha-mannosidase OS=Homo sapiens OX=9606 PE=2 SV=1
B4E0R6	5	1.61543639547684	1.61543639547684	0.000391621962431966	0.0178371125478905	0.691923948537918	0.691923948537918	NA	B4E0R6_HUMAN cDNA FLJ54573, highly similar to Importin beta-3 OS=Homo sapiens OX=9606 PE=2 SV=1
B4E0V0	6	1.29018332040827	1.29018332040827	0.527490316584391	0.719728705667194	0.367576070806309	0.367576070806309	NA	NA
B4E0X8	3	1.36587793231511	1.36587793231511	0.180647801765101	0.431513450941598	0.449828556605549	0.449828556605549	NA	B4E0X8_HUMAN cDNA FLJ61021, highly similar to Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 PE=2 SV=1
B4E1F0	7	0.790923838655366	0.790923838655366	0.000279714372546925	0.0145914116111647	-0.338389316604373	-0.338389316604373	NA	NA
B4E1G1	4	0.82177975450681	0.82177975450681	0.0117434349456247	0.123706633345674	-0.283176306402248	-0.283176306402248	DERL1 	B4E1G1_HUMAN Derlin OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1
B4E1K5	1	1.34730527937088	1.34730527937088	0.955745574990428	0.97735829999425	0.43007678111484	0.43007678111484	NA	B4E1K5_HUMAN cDNA FLJ51181, highly similar to 7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 PE=2 SV=1
B4E1T7	9	1.07523506500193	1.07523506500193	0.232449608244599	0.486716946656624	0.104652092410401	0.104652092410401	NA	NA
B4E1Z4	10	0.987171721963358	0.987171721963358	0.0159522684140073	0.143402727901191	-0.0186270265421945	-0.0186270265421945	NA	B4E1Z4_HUMAN C3/C5 convertase OS=Homo sapiens OX=9606 PE=1 SV=1
B4E2G8	4	1.47675110291544	1.47675110291544	0.00964001236864712	0.111017634339562	0.562426689441606	0.562426689441606	NA	B4E2G8_HUMAN cDNA FLJ54047, highly similar to Alpha-1 catenin (Cadherin-associated protein) OS=Homo sapiens OX=9606 PE=2 SV=1
B4E2N0	10	1.29197784602162	1.29197784602162	0.680895325808283	0.824550173621316	0.369581331867155	0.369581331867155	NA	NA
B4E2P2	7	1.36226365164937	1.36226365164937	0.138078526201985	0.384386876224081	0.446005948663135	0.446005948663135	NA	NA
B4E2S7	6	143.662236932755	161.620016549349	0.217911088901595	0.470853081790421	7.16653707446766	7.33646207590997	NA	B4E2S7_HUMAN cDNA FLJ58780, highly similar to Homo sapiens lysosomal-associated membrane protein 2 (LAMP2), transcript variant LAMP2B, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1
B4E2W0	7	1.12983691643207	1.12983691643207	0.465879231224111	0.68068927590494	0.17611454535344	0.17611454535344	NA	NA
B4E2Z2	1	1.42665490031885	1.42665490031885	0.0889041954747388	0.321292038009069	0.512636397315327	0.512636397315327	NA	NA
B4E2Z3	2	1.23427408265093	1.23427408265093	0.423081597760118	0.647703288932646	0.303662794629029	0.303662794629029	NA	B4E2Z3_HUMAN cDNA FLJ54090, highly similar to 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 PE=2 SV=1
B5MC98	5	1.11916559637822	1.11916559637822	0.562030158419786	0.744785812357954	0.162423519243783	0.162423519243783	PREB 	B5MC98_HUMAN Prolactin regulatory element-binding protein OS=Homo sapiens OX=9606 GN=PREB PE=1 SV=1
B5MCA4	10	1.26230620300553	1.26230620300553	0.642428562191257	0.800802830933561	0.336061913469228	0.336061913469228	EPCAM 	B5MCA4_HUMAN Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=1
B5MCG1	5	1.28354217306213	1.28354217306213	0.695494602717722	0.833619146120011	0.360130699004903	0.360130699004903	NA	NA
B5MCQ5	9	1.10873950560503	1.10873950560503	0.367786777914547	0.606843390924419	0.148920449253976	0.148920449253976	NA	NA
B5MCW9	2	1.37356359177767	1.37356359177767	0.0356618823903229	0.217719746782193	0.457923704311498	0.457923704311498	NA	NA
B5MD86	8	1.21682464607679	1.06472156531719	0.218782644560644	0.471126844460353	0.283121279421488	0.0904762014790903	NA	NA
B5MDF5	7	1.41580728177352	1.41580728177352	0.0469439039874607	0.244270723064241	0.501624900624584	0.501624900624584	RAN 	B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1
B5MDQ4	7	85.8520095406741	94.8890631765345	0.0771231211246523	0.305166549900109	6.42377999871797	6.56816990805314	NA	NA
B5ME91	10	0.867624101454709	0.867624101454709	1.73000424016889e-05	0.00214757977343318	-0.204857965152607	-0.204857965152607	NA	NA
B5TJY2	10	0.995724348577308	0.995724348577308	0.0154502387759381	0.141556384501395	-0.00618168590873405	-0.00618168590873405	NA	NA
B7Z290	6	1.36045968297221	1.36045968297221	0.400269454099437	0.633368136441773	0.444094203160244	0.444094203160244	NA	NA
B7Z2Y2	5	1.37061436435028	1.37061436435028	0.499095039480712	0.7029523236824	0.454822711963244	0.454822711963244	COG2 	B7Z2Y2_HUMAN Component of oligomeric Golgi complex 2 OS=Homo sapiens OX=9606 GN=COG2 PE=1 SV=1
B7Z321	2	1.08206693259996	1.08206693259996	0.67581386741716	0.821697252663345	0.113789741626329	0.113789741626329	NA	B7Z321_HUMAN Exocyst complex component Sec8 OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z341	6	0.856832554420855	0.856832554420855	0.000828430500043259	0.0296316016710388	-0.222914800129139	-0.222914800129139	NA	B7Z341_HUMAN N-myc downstream-regulated gene 3 protein OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z358	4	1.47599757683375	1.47599757683375	0.082329342377786	0.313049289245503	0.561690352907251	0.561690352907251	NA	NA
B7Z3E2	2	1.22129879940537	1.22129879940537	0.544207604072902	0.731119698510807	0.288416209074781	0.288416209074781	NA	B7Z3E2_HUMAN Protein-serine/threonine phosphatase OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z3I2	10	1.25128076545972	1.25128076545972	0.552217333676569	0.737368395842546	0.323405541293446	0.323405541293446	NA	NA
B7Z3I5	1	0.699634354462413	0.699634354462413	0.199402707986929	0.452155639063484	-0.515326962580801	-0.515326962580801	NA	NA
B7Z3K8	6	0.960852368316439	0.907471681187748	0.144076419335394	0.39249045215679	-0.0576133120249799	-0.140075472216953	NA	NA
B7Z416	2	0.847788133819375	0.847788133819375	0.0995818719399327	0.337819328994932	-0.238224321228191	-0.238224321228191	NA	NA
B7Z475	7	1.39685869064953	1.39685869064953	0.543919542286427	0.731119698510807	0.482186081870789	0.482186081870789	NA	B7Z475_HUMAN cDNA FLJ55712, highly similar to F-box-like/WD repeat protein TBL1XR1 OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z483	6	1.15618174836802	1.15618174836802	0.269686675295706	0.521375088840885	0.209368203079968	0.209368203079968	NA	NA
B7Z4K6	8	0.914970864487718	0.914970864487718	0.00495863734843654	0.0784828326323793	-0.128202290647313	-0.128202290647313	NA	NA
B7Z4R6	3	0.992786818047887	0.992786818047887	0.250762478370798	0.503034616782485	-0.0104441350024901	-0.0104441350024901	NA	NA
B7Z4S8	6	0.837102046622654	0.837102046622654	0.000928508126079743	0.0316042201409186	-0.256524590173218	-0.256524590173218	NA	B7Z4S8_HUMAN Asparaginyl endopeptidase OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z4V2	6	1.35372623881295	1.35372623881295	0.0227409394339687	0.171555113193762	0.436936015249986	0.436936015249986	NA	B7Z4V2_HUMAN 75 kDa glucose-regulated protein OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z4X2	4	1.06695930905344	1.06695930905344	0.399082921749107	0.632122586338153	0.0935051567188374	0.0935051567188374	NA	NA
B7Z5S1	4	1.584198368514	1.584198368514	0.313830356140812	0.561101379476837	0.663752996625251	0.663752996625251	NA	B7Z5S1_HUMAN cDNA FLJ61699, highly similar to Homo sapiens androgen-induced proliferation inhibitor (APRIN), transcript variant 1, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z5T4	2	0.805721270604564	0.805721270604564	0.100429594536448	0.338562174126865	-0.311647252490237	-0.311647252490237	NA	NA
B7Z5W1	9	1.18821065064205	1.18821065064205	0.755623580486912	0.866069777598292	0.248790625445371	0.248790625445371	NA	B7Z5W1_HUMAN Junctional adhesion molecule 1 OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z606	2	0.928728542854513	0.928728542854513	0.166693688164155	0.417429827972753	-0.106671120568548	-0.106671120568548	NA	B7Z606_HUMAN cDNA FLJ59969, highly similar to Down syndrome critical region protein 3 OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z6B8	10	1.29862266243858	1.29862266243858	0.36422995154792	0.604757362509804	0.376982291362426	0.376982291362426	NA	NA
B7Z6C0	7	0.955624710860596	0.955624710860596	0.0243427216216535	0.179397915531299	-0.065483934924107	-0.065483934924107	NA	NA
B7Z6V1	6	1.23409774658216	1.23409774658216	0.600823239214398	0.772661370600519	0.303456667521788	0.303456667521788	NA	NA
B7Z751	3	1.20187505358483	1.20187505358483	0.962269239863436	0.981176768815496	0.265286921886809	0.265286921886809	NA	NA
B7Z7L3	7	1.23922867558424	1.23922867558424	0.677745645846467	0.823147409459686	0.309442433394835	0.309442433394835	NA	NA
B7Z888	2	0.947864804422479	0.947864804422479	0.229871623829572	0.483654785797614	-0.0772467951503784	-0.0772467951503784	NA	NA
B7Z8G2	2	0.803782539225382	0.803782539225382	0.0526620830863586	0.258052359148403	-0.315122857185355	-0.315122857185355	NA	B7Z8G2_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 PE=2 SV=1
B7Z8Y4	8	1.32402543032589	1.32402543032589	0.702068602114396	0.837534637268936	0.404930832003677	0.404930832003677	NA	NA
B7Z969	1	1.8031389448648	1.8031389448648	0.254386436206707	0.506502350059325	0.850510571115208	0.850510571115208	NA	B7Z969_HUMAN cDNA FLJ54245 OS=Homo sapiens OX=9606 PE=2 SV=1
B7ZA04	6	1.04127132520542	1.04127132520542	0.183600110595359	0.434044921650193	0.0583460422444241	0.0583460422444241	NA	NA
B7ZAM9	6	1.24271956784232	1.24271956784232	0.815871119993436	0.901305276800822	0.313500774485078	0.313500774485078	NA	NA
B7ZB17	5	1.3010879426103	1.3010879426103	0.521337920912632	0.717207817752689	0.37971847941147	0.37971847941147	RPS6KA3 	B7ZB17_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1
B7ZKM0	5	1.24198729589858	1.24198729589858	0.904569504115639	0.952408037677717	0.312650416523084	0.312650416523084	NA	NA
B7ZKM8	6	0.993456976763201	0.993456976763201	0.0526188379480628	0.258040172772413	-0.00947060426632819	-0.00947060426632819	NA	NA
B7ZKT7	4	0.993464874582941	0.993464874582941	0.167011451510055	0.417759580999667	-0.00945913512337721	-0.00945913512337721	NA	NA
B7ZKZ1	2	1.21676726987602	1.21676726987602	0.949817329173018	0.974128221447331	0.283053251285966	0.283053251285966	NA	NA
B7ZLS0	5	1.18272568761608	1.18272568761608	0.585159595583767	0.761890622919903	0.242115504780064	0.242115504780064	NA	NA
B8ZWD6	10	1.14250390833502	1.14250390833502	0.40901702896167	0.640542981251348	0.19219910053578	0.19219910053578	NA	NA
B8ZZB8	5	0.521276367458216	0.486524609627668	0.00609024496554076	0.0892531038815707	-0.939879639372538	-1.03941531292345	CNRIP1 	B8ZZB8_HUMAN CB1 cannabinoid receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=CNRIP1 PE=1 SV=1
B8ZZS7	1	1.925855513685	1.925855513685	0.0495235225689475	0.251176064932238	0.945499469791265	0.945499469791265	NA	NA
B8ZZT4	7	1.46725730389184	1.46725730389184	0.277619748188921	0.527403295120204	0.553121889755922	0.553121889755922	VAMP8 	B8ZZT4_HUMAN Vesicle-associated membrane protein 8 OS=Homo sapiens OX=9606 GN=VAMP8 PE=1 SV=1
B8ZZU9	2	1.3961786485201	1.3961786485201	0.966461372171642	0.983866690339068	0.481483553900001	0.481483553900001	MTHFD2 	B8ZZU9_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=1
C0IMW5	2	1.2697804383059	1.2697804383059	0.127647493505231	0.371187258164518	0.344579057665396	0.344579057665396	NA	NA
C9IY88	3	1.03985145662076	1.03985145662076	0.293430371242692	0.540526405412903	0.056377453267813	0.056377453267813	HAAO 	C9IY88_HUMAN 3-hydroxyanthranilate 3,4-dioxygenase (Fragment) OS=Homo sapiens OX=9606 GN=HAAO PE=1 SV=8
C9IZE4	10	1.52741155196127	1.52741155196127	0.0874976308341385	0.321292038009069	0.611088840115128	0.611088840115128	NA	NA
C9J0A7	2	1.04030609933954	1.04030609933954	0.48264151064718	0.691703276616565	0.057008088965888	0.057008088965888	CHMP2B 	C9J0A7_HUMAN Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1
C9J0I9	1	1.33260915712738	1.33260915712738	0.565610993519331	0.746202976474137	0.414253712343834	0.414253712343834	ZC3HC1 	C9J0I9_HUMAN Nuclear-interacting partner of ALK OS=Homo sapiens OX=9606 GN=ZC3HC1 PE=1 SV=1
C9J0K6	6	1.32125259829543	1.32125259829543	0.717428907186901	0.843063759360725	0.401906308727539	0.401906308727539	SRI 	C9J0K6_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1
C9J2C3	2	1.09105720712048	1.09105720712048	0.555361945940665	0.739195878502702	0.125726748100825	0.125726748100825	GALNT3 	C9J2C3_HUMAN Polypeptide N-acetylgalactosaminyltransferase 3 (Fragment) OS=Homo sapiens OX=9606 GN=GALNT3 PE=1 SV=1
C9J2K4	1	4.02446507448656	4.02446507448656	0.185864324793301	0.436950256318748	2.00879703523419	2.00879703523419	NA	NA
C9J363	3	1.2715317827473	1.2715317827473	0.556531496330973	0.740065092480203	0.346567523560737	0.346567523560737	PDCD10 	C9J363_HUMAN Programmed cell death 10, isoform CRA_b OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1
C9J436	6	1.2760703664567	1.2760703664567	0.625491116274779	0.789155890222325	0.351707885951595	0.351707885951595	NA	NA
C9J690	6	0.89318356883692	0.89318356883692	0.0014570411111457	0.042509342279555	-0.162971383556278	-0.162971383556278	NA	NA
C9J6D7	7	1.02688306287645	1.02688306287645	0.0580997723805781	0.268862562785514	0.0382719029671477	0.0382719029671477	NA	NA
C9J837	1	1.20895984754905	1.20895984754905	0.513162713649595	0.710438036325298	0.273766330026396	0.273766330026396	NA	NA
C9J8N6	3	1.3743554728898	1.3743554728898	0.225752989878727	0.478808100141447	0.458755201133772	0.458755201133772	NA	NA
C9J8Q5	2	1.5924172150052	1.5924172150052	0.0926612133647876	0.326593633914079	0.671218373043021	0.671218373043021	ALDH5A1 	C9J8Q5_HUMAN Succinate-semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=1
C9J8T0	4	1.3313047364514	1.3313047364514	0.491526074870509	0.69803564656076	0.412840842809715	0.412840842809715	EEFSEC 	C9J8T0_HUMAN Selenocysteine-specific elongation factor OS=Homo sapiens OX=9606 GN=EEFSEC PE=1 SV=1
C9J9K3	10	1.17176472047309	1.17176472047309	0.97634268997946	0.988047565578638	0.228682919007361	0.228682919007361	RPSA 	C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8
C9JBD1	2	1.18077291200608	1.18077291200608	0.856485069838207	0.92643208220497	0.23973153016715	0.23973153016715	NA	NA
C9JBJ6	3	1.30533494545321	1.30533494545321	0.684187917462569	0.826797805965933	0.384420045984432	0.384420045984432	NA	NA
C9JC79	4	1.03937924677139	1.03937924677139	0.272097544038358	0.522490006462495	0.0557221581930086	0.0557221581930086	NA	NA
C9JCJ5	3	1.09392904685384	1.09392904685384	0.430455933676984	0.652433927725398	0.129519166766916	0.129519166766916	NA	NA
